"","CDS","Name","Subgroup","Year","NumCohort","NumGrad","GradRate"
"4870","10624300000000","Selma Unified","White",5,31,29,0.9355
"4871","10738090000000","Firebaugh-Las Deltas Unified","All",5,163,152,0.9325
"4872","10738090000000","Firebaugh-Las Deltas Unified","EL",5,57,52,0.9123
"4873","10738090000000","Firebaugh-Las Deltas Unified","FEM",5,81,75,0.9259
"4874","10738090000000","Firebaugh-Las Deltas Unified","Latino",5,150,139,0.9267
"4875","10738090000000","Firebaugh-Las Deltas Unified","MAL",5,82,77,0.939
"4876","10738090000000","Firebaugh-Las Deltas Unified","MIG",5,58,57,0.9828
"4877","10738090000000","Firebaugh-Las Deltas Unified","SD",5,150,140,0.9333
"4878","10738090000000","Firebaugh-Las Deltas Unified","SE",5,12,NA,0.6667
"4879","10738090000000","Firebaugh-Las Deltas Unified","White",5,13,13,1
"4880","10739650000000","Central Unified","All",5,1103,895,0.8114
"4881","10739650000000","Central Unified","Asian",5,169,145,0.858
"4882","10739650000000","Central Unified","Black",5,105,76,0.7238
"4883","10739650000000","Central Unified","EL",5,139,100,0.7194
"4884","10739650000000","Central Unified","FEM",5,533,470,0.8818
"4885","10739650000000","Central Unified","Latino",5,539,427,0.7922
"4886","10739650000000","Central Unified","MAL",5,570,425,0.7456
"4887","10739650000000","Central Unified","MIG",5,55,47,0.8545
"4888","10739650000000","Central Unified","SD",5,798,609,0.7632
"4889","10739650000000","Central Unified","SE",5,96,42,0.4375
"4890","10739650000000","Central Unified","White",5,252,215,0.8532
"4891","10739990000000","Kerman Unified","All",5,320,284,0.8875
"4892","10739990000000","Kerman Unified","Asian",5,22,18,0.8182
"4893","10739990000000","Kerman Unified","Black",5,NA,NA,1
"4894","10739990000000","Kerman Unified","EL",5,92,79,0.8587
"4895","10739990000000","Kerman Unified","FEM",5,154,137,0.8896
"4896","10739990000000","Kerman Unified","Latino",5,248,222,0.8952
"4897","10739990000000","Kerman Unified","MAL",5,166,147,0.8855
"4898","10739990000000","Kerman Unified","MIG",5,31,26,0.8387
"4899","10739990000000","Kerman Unified","SD",5,270,237,0.8778
"4900","10739990000000","Kerman Unified","SE",5,26,18,0.6923
"4901","10739990000000","Kerman Unified","White",5,46,41,0.8913
"4902","10751270000000","Mendota Unified","All",5,167,137,0.8204
"4903","10751270000000","Mendota Unified","Black",5,NA,NA,1
"4904","10751270000000","Mendota Unified","EL",5,135,107,0.7926
"4905","10751270000000","Mendota Unified","FEM",5,86,73,0.8488
"4906","10751270000000","Mendota Unified","Latino",5,164,136,0.8293
"4907","10751270000000","Mendota Unified","MAL",5,81,64,0.7901
"4908","10751270000000","Mendota Unified","MIG",5,52,40,0.7692
"4909","10751270000000","Mendota Unified","SD",5,166,136,0.8193
"4910","10751270000000","Mendota Unified","SE",5,NA,NA,0.7
"4911","10751270000000","Mendota Unified","White",5,NA,NA,0
"4912","10752340000000","Golden Plains Unified","All",5,126,101,0.8016
"4913","10752340000000","Golden Plains Unified","Black",5,NA,NA,1
"4914","10752340000000","Golden Plains Unified","EL",5,62,49,0.7903
"4915","10752340000000","Golden Plains Unified","FEM",5,53,47,0.8868
"4916","10752340000000","Golden Plains Unified","Latino",5,123,99,0.8049
"4917","10752340000000","Golden Plains Unified","MAL",5,73,54,0.7397
"4918","10752340000000","Golden Plains Unified","MIG",5,38,33,0.8684
"4919","10752340000000","Golden Plains Unified","SD",5,126,101,0.8016
"4920","10752340000000","Golden Plains Unified","SE",5,14,NA,0.7143
"4921","10752340000000","Golden Plains Unified","White",5,NA,NA,0
"4922","10752750000000","Sierra Unified","All",5,158,144,0.9114
"4923","10752750000000","Sierra Unified","Asian",5,NA,NA,0.5
"4924","10752750000000","Sierra Unified","Black",5,NA,NA,1
"4925","10752750000000","Sierra Unified","EL",5,NA,NA,1
"4926","10752750000000","Sierra Unified","FEM",5,65,60,0.9231
"4927","10752750000000","Sierra Unified","Latino",5,20,17,0.85
"4928","10752750000000","Sierra Unified","MAL",5,93,84,0.9032
"4929","10752750000000","Sierra Unified","SD",5,75,65,0.8667
"4930","10752750000000","Sierra Unified","SE",5,21,14,0.6667
"4931","10752750000000","Sierra Unified","White",5,111,103,0.9279
"4932","10754080000000","Riverdale Joint Unified","All",5,118,110,0.9322
"4933","10754080000000","Riverdale Joint Unified","Black",5,NA,NA,1
"4934","10754080000000","Riverdale Joint Unified","EL",5,28,21,0.75
"4935","10754080000000","Riverdale Joint Unified","FEM",5,61,57,0.9344
"4936","10754080000000","Riverdale Joint Unified","Latino",5,100,93,0.93
"4937","10754080000000","Riverdale Joint Unified","MAL",5,57,53,0.9298
"4938","10754080000000","Riverdale Joint Unified","MIG",5,46,41,0.8913
"4939","10754080000000","Riverdale Joint Unified","SD",5,103,95,0.9223
"4940","10754080000000","Riverdale Joint Unified","SE",5,11,NA,0.8182
"4941","10754080000000","Riverdale Joint Unified","White",5,16,15,0.9375
"4942","10755980000000","Caruthers Unified","All",5,125,121,0.968
"4943","10755980000000","Caruthers Unified","Asian",5,13,12,0.9231
"4944","10755980000000","Caruthers Unified","Black",5,NA,NA,1
"4945","10755980000000","Caruthers Unified","EL",5,48,46,0.9583
"4946","10755980000000","Caruthers Unified","FEM",5,55,54,0.9818
"4947","10755980000000","Caruthers Unified","Latino",5,93,92,0.9892
"4948","10755980000000","Caruthers Unified","MAL",5,70,67,0.9571
"4949","10755980000000","Caruthers Unified","MIG",5,20,20,1
"4950","10755980000000","Caruthers Unified","SD",5,112,108,0.9643
"4951","10755980000000","Caruthers Unified","SE",5,NA,NA,0.8
"4952","10755980000000","Caruthers Unified","White",5,17,15,0.8824
"4953","10767780000000","Washington Unified","All",5,310,241,0.7774
"4954","10767780000000","Washington Unified","Asian",5,51,40,0.7843
"4955","10767780000000","Washington Unified","Black",5,27,17,0.6296
"4956","10767780000000","Washington Unified","EL",5,144,102,0.7083
"4957","10767780000000","Washington Unified","FEM",5,161,132,0.8199
"4958","10767780000000","Washington Unified","Latino",5,206,160,0.7767
"4959","10767780000000","Washington Unified","MAL",5,149,109,0.7315
"4960","10767780000000","Washington Unified","MIG",5,62,50,0.8065
"4961","10767780000000","Washington Unified","SD",5,309,240,0.7767
"4962","10767780000000","Washington Unified","SE",5,32,19,0.5938
"4963","10767780000000","Washington Unified","White",5,24,22,0.9167
"4964","11626460000000","Princeton Joint Unified","All",5,20,19,0.95
"4965","11626460000000","Princeton Joint Unified","EL",5,NA,NA,0.6667
"4966","11626460000000","Princeton Joint Unified","FEM",5,NA,NA,1
"4967","11626460000000","Princeton Joint Unified","Latino",5,NA,NA,0.9
"4968","11626460000000","Princeton Joint Unified","MAL",5,11,NA,0.9091
"4969","11626460000000","Princeton Joint Unified","SD",5,13,12,0.9231
"4970","11626460000000","Princeton Joint Unified","SE",5,NA,NA,1
"4971","11626460000000","Princeton Joint Unified","White",5,NA,NA,1
"4972","11626610000000","Willows Unified","All",5,124,105,0.8468
"4973","11626610000000","Willows Unified","Asian",5,NA,NA,0.8889
"4974","11626610000000","Willows Unified","Black",5,NA,NA,0
"4975","11626610000000","Willows Unified","EL",5,16,12,0.75
"4976","11626610000000","Willows Unified","FEM",5,53,46,0.8679
"4977","11626610000000","Willows Unified","Latino",5,55,45,0.8182
"4978","11626610000000","Willows Unified","MAL",5,71,59,0.831
"4979","11626610000000","Willows Unified","MIG",5,NA,NA,1
"4980","11626610000000","Willows Unified","SD",5,82,64,0.7805
"4981","11626610000000","Willows Unified","SE",5,14,12,0.8571
"4982","11626610000000","Willows Unified","White",5,56,50,0.8929
"4983","11754810000000","Orland Joint Unified","All",5,165,158,0.9576
"4984","11754810000000","Orland Joint Unified","Asian",5,NA,NA,0.6667
"4985","11754810000000","Orland Joint Unified","EL",5,30,27,0.9
"4986","11754810000000","Orland Joint Unified","FEM",5,76,71,0.9342
"4987","11754810000000","Orland Joint Unified","Latino",5,95,91,0.9579
"4988","11754810000000","Orland Joint Unified","MAL",5,89,87,0.9775
"4989","11754810000000","Orland Joint Unified","MIG",5,NA,NA,1
"4990","11754810000000","Orland Joint Unified","SD",5,122,115,0.9426
"4991","11754810000000","Orland Joint Unified","SE",5,16,14,0.875
"4992","11754810000000","Orland Joint Unified","White",5,61,59,0.9672
"4993","11765620000000","Hamilton Unified","All",5,58,57,0.9828
"4994","11765620000000","Hamilton Unified","Black",5,NA,NA,1
"4995","11765620000000","Hamilton Unified","EL",5,12,11,0.9167
"4996","11765620000000","Hamilton Unified","FEM",5,28,27,0.9643
"4997","11765620000000","Hamilton Unified","Latino",5,41,40,0.9756
"4998","11765620000000","Hamilton Unified","MAL",5,30,30,1
"4999","11765620000000","Hamilton Unified","MIG",5,15,15,1
"5000","11765620000000","Hamilton Unified","SD",5,45,44,0.9778
"5001","11765620000000","Hamilton Unified","SE",5,NA,NA,1
"5002","11765620000000","Hamilton Unified","White",5,16,16,1
"5003","12628100000000","Fortuna Union High","All",5,264,234,0.8864
"5004","12628100000000","Fortuna Union High","Asian",5,NA,NA,1
"5005","12628100000000","Fortuna Union High","Black",5,NA,NA,0
"5006","12628100000000","Fortuna Union High","EL",5,18,15,0.8333
"5007","12628100000000","Fortuna Union High","FEM",5,107,95,0.8879
"5008","12628100000000","Fortuna Union High","Latino",5,41,35,0.8537
"5009","12628100000000","Fortuna Union High","MAL",5,157,139,0.8854
"5010","12628100000000","Fortuna Union High","SD",5,150,133,0.8867
"5011","12628100000000","Fortuna Union High","SE",5,41,32,0.7805
"5012","12628100000000","Fortuna Union High","White",5,196,176,0.898
"5013","12629010000000","Klamath-Trinity Joint Unified","All",5,60,53,0.8833
"5014","12629010000000","Klamath-Trinity Joint Unified","FEM",5,28,25,0.8929
"5015","12629010000000","Klamath-Trinity Joint Unified","Latino",5,NA,NA,1
"5016","12629010000000","Klamath-Trinity Joint Unified","MAL",5,32,28,0.875
"5017","12629010000000","Klamath-Trinity Joint Unified","SD",5,60,53,0.8833
"5018","12629010000000","Klamath-Trinity Joint Unified","SE",5,NA,NA,0.6667
"5019","12629010000000","Klamath-Trinity Joint Unified","White",5,NA,NA,0.8333
"5020","12630400000000","Southern Humboldt Joint Unified","All",5,57,49,0.8596
"5021","12630400000000","Southern Humboldt Joint Unified","Asian",5,NA,NA,0.6667
"5022","12630400000000","Southern Humboldt Joint Unified","EL",5,NA,NA,1
"5023","12630400000000","Southern Humboldt Joint Unified","FEM",5,27,25,0.9259
"5024","12630400000000","Southern Humboldt Joint Unified","Latino",5,NA,NA,0.8571
"5025","12630400000000","Southern Humboldt Joint Unified","MAL",5,30,24,0.8
"5026","12630400000000","Southern Humboldt Joint Unified","SD",5,37,30,0.8108
"5027","12630400000000","Southern Humboldt Joint Unified","SE",5,NA,NA,0.7143
"5028","12630400000000","Southern Humboldt Joint Unified","White",5,41,36,0.878
"5029","12753740000000","Ferndale Unified","All",5,36,35,0.9722
"5030","12753740000000","Ferndale Unified","EL",5,NA,NA,1
"5031","12753740000000","Ferndale Unified","FEM",5,18,17,0.9444
"5032","12753740000000","Ferndale Unified","Latino",5,NA,NA,1
"5033","12753740000000","Ferndale Unified","MAL",5,18,18,1
"5034","12753740000000","Ferndale Unified","MIG",5,NA,NA,1
"5035","12753740000000","Ferndale Unified","SD",5,12,11,0.9167
"5036","12753740000000","Ferndale Unified","SE",5,NA,NA,1
"5037","12753740000000","Ferndale Unified","White",5,27,26,0.963
"5038","12753820000000","Mattole Unified","All",5,96,54,0.5625
"5039","12753820000000","Mattole Unified","FEM",5,54,33,0.6111
"5040","12753820000000","Mattole Unified","Latino",5,11,NA,0.6364
"5041","12753820000000","Mattole Unified","MAL",5,42,21,0.5
"5042","12753820000000","Mattole Unified","SD",5,71,40,0.5634
"5043","12753820000000","Mattole Unified","SE",5,21,13,0.619
"5044","12753820000000","Mattole Unified","White",5,66,36,0.5455
"5045","12755150000000","Eureka City Unified","Asian",5,41,40,0.9756
"5046","12755150000000","Eureka City Unified","Black",5,NA,NA,0.6667
"5047","12755150000000","Eureka City Unified","Latino",5,48,42,0.875
"5048","12755150000000","Eureka City Unified","White",5,176,150,0.8523
"5049","13630810000000","Brawley Union High","All",5,426,396,0.9296
"5050","13630810000000","Brawley Union High","Asian",5,NA,NA,1
"5051","13630810000000","Brawley Union High","Black",5,NA,NA,1
"5052","13630810000000","Brawley Union High","EL",5,96,83,0.8646
"5053","13630810000000","Brawley Union High","FEM",5,206,194,0.9417
"5054","13630810000000","Brawley Union High","Latino",5,361,336,0.9307
"5055","13630810000000","Brawley Union High","MAL",5,220,202,0.9182
"5056","13630810000000","Brawley Union High","MIG",5,89,81,0.9101
"5057","13630810000000","Brawley Union High","SD",5,311,285,0.9164
"5058","13630810000000","Brawley Union High","SE",5,30,27,0.9
"5059","13630810000000","Brawley Union High","White",5,53,49,0.9245
"5060","13630990000000","Calexico Unified","All",5,770,565,0.7338
"5061","13630990000000","Calexico Unified","Asian",5,NA,NA,1
"5062","13630990000000","Calexico Unified","EL",5,462,291,0.6299
"5063","13630990000000","Calexico Unified","FEM",5,400,298,0.745
"5064","13630990000000","Calexico Unified","Latino",5,763,559,0.7326
"5065","13630990000000","Calexico Unified","MAL",5,370,267,0.7216
"5066","13630990000000","Calexico Unified","MIG",5,185,126,0.6811
"5067","13630990000000","Calexico Unified","SD",5,766,564,0.7363
"5068","13630990000000","Calexico Unified","SE",5,46,40,0.8696
"5069","13630990000000","Calexico Unified","White",5,NA,NA,0
"5070","13631070000000","Calipatria Unified","All",5,59,53,0.8983
"5071","13631070000000","Calipatria Unified","Asian",5,NA,NA,1
"5072","13631070000000","Calipatria Unified","EL",5,28,25,0.8929
"5073","13631070000000","Calipatria Unified","FEM",5,21,18,0.8571
"5074","13631070000000","Calipatria Unified","Latino",5,50,46,0.92
"5075","13631070000000","Calipatria Unified","MAL",5,38,35,0.9211
"5076","13631070000000","Calipatria Unified","MIG",5,30,27,0.9
"5077","13631070000000","Calipatria Unified","SD",5,59,53,0.8983
"5078","13631070000000","Calipatria Unified","SE",5,NA,NA,0.8571
"5079","13631070000000","Calipatria Unified","White",5,NA,NA,0.75
"5080","13631150000000","Central Union High","All",5,961,807,0.8398
"5081","13631150000000","Central Union High","Asian",5,12,12,1
"5082","13631150000000","Central Union High","Black",5,NA,NA,0.9
"5083","13631150000000","Central Union High","EL",5,312,236,0.7564
"5084","13631150000000","Central Union High","FEM",5,468,407,0.8697
"5085","13631150000000","Central Union High","Latino",5,883,739,0.8369
"5086","13631150000000","Central Union High","MAL",5,493,400,0.8114
"5087","13631150000000","Central Union High","MIG",5,183,157,0.8579
"5088","13631150000000","Central Union High","SD",5,763,623,0.8165
"5089","13631150000000","Central Union High","SE",5,90,78,0.8667
"5090","13631150000000","Central Union High","White",5,49,41,0.8367
"5091","13631490000000","Holtville Unified","All",5,119,107,0.8992
"5092","13631490000000","Holtville Unified","EL",5,44,36,0.8182
"5093","13631490000000","Holtville Unified","FEM",5,54,51,0.9444
"5094","13631490000000","Holtville Unified","Latino",5,102,91,0.8922
"5095","13631490000000","Holtville Unified","MAL",5,65,56,0.8615
"5096","13631490000000","Holtville Unified","MIG",5,38,37,0.9737
"5097","13631490000000","Holtville Unified","SD",5,117,107,0.9145
"5098","13631490000000","Holtville Unified","SE",5,13,12,0.9231
"5099","13631490000000","Holtville Unified","White",5,17,16,0.9412
"5100","13631640000000","Imperial Unified","All",5,242,229,0.9463
"5101","13631640000000","Imperial Unified","Asian",5,NA,NA,1
"5102","13631640000000","Imperial Unified","Black",5,NA,NA,1
"5103","13631640000000","Imperial Unified","EL",5,56,50,0.8929
"5104","13631640000000","Imperial Unified","FEM",5,123,117,0.9512
"5105","13631640000000","Imperial Unified","Latino",5,181,169,0.9337
"5106","13631640000000","Imperial Unified","MAL",5,119,112,0.9412
"5107","13631640000000","Imperial Unified","MIG",5,12,11,0.9167
"5108","13631640000000","Imperial Unified","SD",5,124,112,0.9032
"5109","13631640000000","Imperial Unified","SE",5,16,NA,0.625
"5110","13631640000000","Imperial Unified","White",5,49,48,0.9796
"5111","13632140000000","San Pasqual Valley Unified","All",5,43,30,0.6977
"5112","13632140000000","San Pasqual Valley Unified","EL",5,14,12,0.8571
"5113","13632140000000","San Pasqual Valley Unified","FEM",5,21,13,0.619
"5114","13632140000000","San Pasqual Valley Unified","Latino",5,19,17,0.8947
"5115","13632140000000","San Pasqual Valley Unified","MAL",5,22,17,0.7727
"5116","13632140000000","San Pasqual Valley Unified","MIG",5,NA,NA,0.8333
"5117","13632140000000","San Pasqual Valley Unified","SD",5,43,30,0.6977
"5118","13632140000000","San Pasqual Valley Unified","SE",5,NA,NA,0.875
"5119","13632140000000","San Pasqual Valley Unified","White",5,NA,NA,0.6667
"5120","14632480000000","Big Pine Unified","All",5,NA,NA,0.4444
"5121","14632480000000","Big Pine Unified","FEM",5,NA,NA,0.3333
"5122","14632480000000","Big Pine Unified","MAL",5,NA,NA,0.5
"5123","14632480000000","Big Pine Unified","SD",5,NA,NA,0.4286
"5124","14632480000000","Big Pine Unified","SE",5,NA,NA,1
"5125","14632480000000","Big Pine Unified","White",5,NA,NA,1
"5126","14632710000000","Death Valley Unified","All",5,NA,NA,1
"5127","14632710000000","Death Valley Unified","EL",5,NA,NA,1
"5128","14632710000000","Death Valley Unified","FEM",5,NA,NA,1
"5129","14632710000000","Death Valley Unified","Latino",5,NA,NA,1
"5130","14632710000000","Death Valley Unified","SD",5,NA,NA,1
"5131","14632710000000","Death Valley Unified","White",5,NA,NA,1
"5132","14632890000000","Lone Pine Unified","All",5,27,23,0.8519
"5133","14632890000000","Lone Pine Unified","Asian",5,NA,NA,1
"5134","14632890000000","Lone Pine Unified","EL",5,NA,NA,0.6
"5135","14632890000000","Lone Pine Unified","FEM",5,17,14,0.8235
"5136","14632890000000","Lone Pine Unified","Latino",5,15,13,0.8667
"5137","14632890000000","Lone Pine Unified","MAL",5,NA,NA,0.9
"5138","14632890000000","Lone Pine Unified","SD",5,19,16,0.8421
"5139","14632890000000","Lone Pine Unified","SE",5,NA,NA,1
"5140","14632890000000","Lone Pine Unified","White",5,NA,NA,1
"5141","14632970000000","Owens Valley Unified","All",5,NA,NA,0.8333
"5142","14632970000000","Owens Valley Unified","FEM",5,NA,NA,1
"5143","14632970000000","Owens Valley Unified","Latino",5,NA,NA,1
"5144","14632970000000","Owens Valley Unified","MAL",5,NA,NA,0
"5145","14632970000000","Owens Valley Unified","SD",5,NA,NA,0.6667
"5146","14632970000000","Owens Valley Unified","SE",5,NA,NA,0
"5147","14632970000000","Owens Valley Unified","White",5,NA,NA,0.8
"5148","14766870000000","Bishop Unified","All",5,211,175,0.8294
"5149","14766870000000","Bishop Unified","Asian",5,NA,NA,1
"5150","14766870000000","Bishop Unified","EL",5,12,NA,0.75
"5151","14766870000000","Bishop Unified","FEM",5,98,89,0.9082
"5152","14766870000000","Bishop Unified","Latino",5,57,43,0.7544
"5153","14766870000000","Bishop Unified","MAL",5,113,86,0.7611
"5154","14766870000000","Bishop Unified","SD",5,113,86,0.7611
"5155","14766870000000","Bishop Unified","SE",5,NA,NA,0.7
"5156","14766870000000","Bishop Unified","White",5,110,99,0.9
"5157","15634120000000","Delano Joint Union High","All",5,990,926,0.9354
"5158","15634120000000","Delano Joint Union High","Asian",5,13,13,1
"5159","15634120000000","Delano Joint Union High","Black",5,NA,NA,1
"5160","15634120000000","Delano Joint Union High","EL",5,353,309,0.8754
"5161","15634120000000","Delano Joint Union High","FEM",5,536,507,0.9459
"5162","15634120000000","Delano Joint Union High","Latino",5,829,769,0.9276
"5163","15634120000000","Delano Joint Union High","MAL",5,454,419,0.9229
"5164","15634120000000","Delano Joint Union High","MIG",5,114,103,0.9035
"5165","15634120000000","Delano Joint Union High","SD",5,988,924,0.9352
"5166","15634120000000","Delano Joint Union High","SE",5,66,34,0.5152
"5167","15634120000000","Delano Joint Union High","White",5,24,22,0.9167
"5168","15635290000000","Kern High","All",5,8852,7473,0.8442
"5169","15635290000000","Kern High","Asian",5,258,227,0.8798
"5170","15635290000000","Kern High","Black",5,520,417,0.8019
"5171","15635290000000","Kern High","EL",5,1384,935,0.6756
"5172","15635290000000","Kern High","FEM",5,4510,3932,0.8718
"5173","15635290000000","Kern High","Latino",5,5540,4599,0.8301
"5174","15635290000000","Kern High","MAL",5,4342,3541,0.8155
"5175","15635290000000","Kern High","MIG",5,558,450,0.8065
"5176","15635290000000","Kern High","SD",5,6661,5419,0.8135
"5177","15635290000000","Kern High","SE",5,749,575,0.7677
"5178","15635290000000","Kern High","White",5,2220,1959,0.8824
"5179","15636280000000","Maricopa Unified","All",5,23,14,0.6087
"5180","15636280000000","Maricopa Unified","EL",5,NA,NA,1
"5181","15636280000000","Maricopa Unified","FEM",5,NA,NA,0.7
"5182","15636280000000","Maricopa Unified","Latino",5,NA,NA,0.8889
"5183","15636280000000","Maricopa Unified","MAL",5,13,NA,0.5385
"5184","15636280000000","Maricopa Unified","MIG",5,NA,NA,1
"5185","15636280000000","Maricopa Unified","SD",5,20,13,0.65
"5186","15636280000000","Maricopa Unified","SE",5,NA,NA,0
"5187","15636280000000","Maricopa Unified","White",5,13,NA,0.4615
"5188","15636770000000","Mojave Unified","All",5,163,133,0.816
"5189","15636770000000","Mojave Unified","Asian",5,NA,NA,1
"5190","15636770000000","Mojave Unified","Black",5,38,24,0.6316
"5191","15636770000000","Mojave Unified","EL",5,22,16,0.7273
"5192","15636770000000","Mojave Unified","FEM",5,72,64,0.8889
"5193","15636770000000","Mojave Unified","Latino",5,69,62,0.8986
"5194","15636770000000","Mojave Unified","MAL",5,91,69,0.7582
"5195","15636770000000","Mojave Unified","MIG",5,NA,NA,1
"5196","15636770000000","Mojave Unified","SD",5,138,112,0.8116
"5197","15636770000000","Mojave Unified","SE",5,32,23,0.7188
"5198","15636770000000","Mojave Unified","White",5,45,36,0.8
"5199","15636850000000","Muroc Joint Unified","All",5,132,126,0.9545
"5200","15636850000000","Muroc Joint Unified","Asian",5,NA,NA,1
"5201","15636850000000","Muroc Joint Unified","Black",5,18,17,0.9444
"5202","15636850000000","Muroc Joint Unified","EL",5,NA,NA,0.6667
"5203","15636850000000","Muroc Joint Unified","FEM",5,65,64,0.9846
"5204","15636850000000","Muroc Joint Unified","Latino",5,34,33,0.9706
"5205","15636850000000","Muroc Joint Unified","MAL",5,67,62,0.9254
"5206","15636850000000","Muroc Joint Unified","SD",5,36,31,0.8611
"5207","15636850000000","Muroc Joint Unified","SE",5,17,13,0.7647
"5208","15636850000000","Muroc Joint Unified","White",5,57,54,0.9474
"5209","15637760000000","Southern Kern Unified","All",5,251,192,0.7649
"5210","15637760000000","Southern Kern Unified","Asian",5,NA,NA,1
"5211","15637760000000","Southern Kern Unified","Black",5,21,15,0.7143
"5212","15637760000000","Southern Kern Unified","EL",5,29,16,0.5517
"5213","15637760000000","Southern Kern Unified","FEM",5,118,93,0.7881
"5214","15637760000000","Southern Kern Unified","Latino",5,146,111,0.7603
"5215","15637760000000","Southern Kern Unified","MAL",5,133,99,0.7444
"5216","15637760000000","Southern Kern Unified","MIG",5,25,19,0.76
"5217","15637760000000","Southern Kern Unified","SD",5,199,144,0.7236
"5218","15637760000000","Southern Kern Unified","SE",5,21,15,0.7143
"5219","15637760000000","Southern Kern Unified","White",5,73,58,0.7945
"5220","15638180000000","Taft Union High","All",5,234,219,0.9359
"5221","15638180000000","Taft Union High","Black",5,NA,NA,1
"5222","15638180000000","Taft Union High","EL",5,34,29,0.8529
"5223","15638180000000","Taft Union High","FEM",5,120,115,0.9583
"5224","15638180000000","Taft Union High","Latino",5,95,88,0.9263
"5225","15638180000000","Taft Union High","MAL",5,114,104,0.9123
"5226","15638180000000","Taft Union High","MIG",5,15,14,0.9333
"5227","15638180000000","Taft Union High","SD",5,153,141,0.9216
"5228","15638180000000","Taft Union High","SE",5,23,18,0.7826
"5229","15638180000000","Taft Union High","White",5,126,119,0.9444
"5230","15638260000000","Tehachapi Unified","All",5,367,309,0.842
"5231","15638260000000","Tehachapi Unified","Asian",5,NA,NA,1
"5232","15638260000000","Tehachapi Unified","Black",5,NA,NA,0.75
"5233","15638260000000","Tehachapi Unified","EL",5,15,NA,0.2667
"5234","15638260000000","Tehachapi Unified","FEM",5,167,150,0.8982
"5235","15638260000000","Tehachapi Unified","Latino",5,99,73,0.7374
"5236","15638260000000","Tehachapi Unified","MAL",5,200,159,0.795
"5237","15638260000000","Tehachapi Unified","MIG",5,NA,NA,0
"5238","15638260000000","Tehachapi Unified","SD",5,163,122,0.7485
"5239","15638260000000","Tehachapi Unified","SE",5,50,28,0.56
"5240","15638260000000","Tehachapi Unified","White",5,245,216,0.8816
"5241","15638590000000","Wasco Union High","All",5,339,306,0.9027
"5242","15638590000000","Wasco Union High","Black",5,NA,NA,0.9
"5243","15638590000000","Wasco Union High","EL",5,93,73,0.7849
"5244","15638590000000","Wasco Union High","FEM",5,172,155,0.9012
"5245","15638590000000","Wasco Union High","Latino",5,303,272,0.8977
"5246","15638590000000","Wasco Union High","MAL",5,167,151,0.9042
"5247","15638590000000","Wasco Union High","MIG",5,57,49,0.8596
"5248","15638590000000","Wasco Union High","SD",5,305,272,0.8918
"5249","15638590000000","Wasco Union High","SE",5,27,23,0.8519
"5250","15638590000000","Wasco Union High","White",5,25,25,1
"5251","15737420000000","Sierra Sands Unified","All",5,338,319,0.9438
"5252","15737420000000","Sierra Sands Unified","Asian",5,11,NA,0.9091
"5253","15737420000000","Sierra Sands Unified","Black",5,26,26,1
"5254","15737420000000","Sierra Sands Unified","EL",5,21,19,0.9048
"5255","15737420000000","Sierra Sands Unified","FEM",5,157,148,0.9427
"5256","15737420000000","Sierra Sands Unified","Latino",5,72,64,0.8889
"5257","15737420000000","Sierra Sands Unified","MAL",5,181,171,0.9448
"5258","15737420000000","Sierra Sands Unified","SD",5,164,151,0.9207
"5259","15737420000000","Sierra Sands Unified","SE",5,30,23,0.7667
"5260","15737420000000","Sierra Sands Unified","White",5,206,198,0.9612
"5261","15739080000000","McFarland Unified","All",5,204,163,0.799
"5262","15739080000000","McFarland Unified","Asian",5,NA,NA,0
"5263","15739080000000","McFarland Unified","Black",5,NA,NA,0.5
"5264","15739080000000","McFarland Unified","EL",5,66,45,0.6818
"5265","15739080000000","McFarland Unified","FEM",5,104,88,0.8462
"5266","15739080000000","McFarland Unified","Latino",5,195,160,0.8205
"5267","15739080000000","McFarland Unified","MAL",5,100,75,0.75
"5268","15739080000000","McFarland Unified","MIG",5,25,19,0.76
"5269","15739080000000","McFarland Unified","SD",5,203,163,0.803
"5270","15739080000000","McFarland Unified","SE",5,16,11,0.6875
"5271","15739080000000","McFarland Unified","White",5,NA,NA,0.25
"5272","15751680000000","El Tejon Unified","All",5,84,70,0.8333
"5273","15751680000000","El Tejon Unified","EL",5,NA,NA,0.9
"5274","15751680000000","El Tejon Unified","FEM",5,48,41,0.8542
"5275","15751680000000","El Tejon Unified","Latino",5,24,20,0.8333
"5276","15751680000000","El Tejon Unified","MAL",5,36,29,0.8056
"5277","15751680000000","El Tejon Unified","SD",5,61,49,0.8033
"5278","15751680000000","El Tejon Unified","SE",5,NA,NA,1
"5279","15751680000000","El Tejon Unified","White",5,59,50,0.8475
"5280","16638910000000","Corcoran Joint Unified","All",5,219,160,0.7306
"5281","16638910000000","Corcoran Joint Unified","Black",5,NA,NA,0.6667
"5282","16638910000000","Corcoran Joint Unified","EL",5,51,35,0.6863
"5283","16638910000000","Corcoran Joint Unified","FEM",5,113,92,0.8142
"5284","16638910000000","Corcoran Joint Unified","Latino",5,183,133,0.7268
"5285","16638910000000","Corcoran Joint Unified","MAL",5,106,68,0.6415
"5286","16638910000000","Corcoran Joint Unified","MIG",5,NA,NA,0.6667
"5287","16638910000000","Corcoran Joint Unified","SD",5,195,137,0.7026
